# Population Mona	2001_Mona_LTC1,2001_Mona_LTC12,2001_Mona_LTC2,2001_Mona_LTC5
# Population Big_Springs	2022_Big_Springs_LTC_1,2022_Big_Springs_LTC_10,2022_Big_Springs_LTC_11,2022_Big_Springs_LTC_12,2022_Big_Springs_LTC_13,2022_Big_Springs_LTC_14,2022_Big_Springs_LTC_15,2022_Big_Springs_LTC_2,2022_Big_Springs_LTC_3,2022_Big_Springs_LTC_4,2022_Big_Springs_LTC_5,2022_Big_Springs_LTC_6,2022_Big_Springs_LTC_7,2022_Big_Springs_LTC_8,2022_Big_Springs_LTC_9
# Population Jail_Pond	2022_Jail_Pond_LTC1,2022_Jail_Pond_LTC10,2022_Jail_Pond_LTC11,2022_Jail_Pond_LTC12,2022_Jail_Pond_LTC13,2022_Jail_Pond_LTC14,2022_Jail_Pond_LTC2,2022_Jail_Pond_LTC3,2022_Jail_Pond_LTC4,2022_Jail_Pond_LTC5,2022_Jail_Pond_LTC6,2022_Jail_Pond_LTC7,2022_Jail_Pond_LTC8,2022_Jail_Pond_LTC9
# Population Tooele_Army	2022_Tooele_Army_LTC1,2022_Tooele_Army_LTC2,2022_Tooele_Army_LTC3,2022_Tooele_Army_LTC4,2022_Tooele_Army_LTC5,2022_Tooele_Army_LTC6,2022_Tooele_Army_LTC7,2022_Tooele_Army_LTC_10,2022_Tooele_Army_LTC_8,2022_Tooele_Army_LTC_9
# Group defaultgrp	Mona,Big_Springs,Jail_Pond,Tooele_Army
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
5821	un	2328427	-0.01829	-1.00000	-0.00194	-1.00000	0.00007	-1.00000
5823	un	2329204	0.03741	-1.00000	0.01689	-1.00000	-nan	-1.00000
5827	un	2329983	0.03216	-1.00000	0.00272	-1.00000	0.50713	-1.00000
5831	un	2332357	-0.04894	-1.00000	-0.04149	-1.00000	0.55177	-1.00000
5850	un	2338911	-0.00338	-1.00000	-0.00057	-1.00000	0.52247	-1.00000
5857	un	2341314	-0.02983	-1.00000	-0.01226	-1.00000	0.48309	-1.00000
5861	un	2343601	0.01756	-1.00000	0.00912	-1.00000	0.55293	-1.00000
5882	un	2348946	-0.05244	-1.00000	-0.01255	-1.00000	-0.01751	-1.00000
5883	un	2349751	-0.00923	-1.00000	-0.00071	-1.00000	0.00469	-1.00000
5886	un	2350831	-0.04539	-1.00000	-0.00336	-1.00000	-0.00173	-1.00000
5893	un	2353130	-0.00344	-1.00000	-0.00029	-1.00000	0.50264	-1.00000
5896	un	2354891	-0.00585	-1.00000	-0.00488	-1.00000	-0.02754	-1.00000
5902	un	2355758	0.00473	-1.00000	0.00076	-1.00000	-nan	-1.00000
5907	un	2357946	-0.02576	-1.00000	-0.01062	-1.00000	0.54189	-1.00000
5911	un	2358711	-0.04734	-1.00000	-0.04199	-1.00000	-0.02731	-1.00000
5912	un	2359480	-0.04480	-1.00000	-0.01005	-1.00000	0.48977	-1.00000
5913	un	2360307	-0.00921	-1.00000	-0.00318	-1.00000	-nan	-1.00000
5914	un	2361051	-0.01129	-1.00000	-0.00962	-1.00000	0.54211	-1.00000
5921	un	2365120	-0.06270	-1.00000	-0.06498	-1.00000	0.53730	-1.00000
5924	un	2367025	-0.03262	-1.00000	-0.00416	-1.00000	-0.00912	-1.00000
5926	un	2367818	0.01326	-1.00000	0.00304	-1.00000	0.52727	-1.00000
5928	un	2369524	0.04329	-1.00000	0.01298	-1.00000	-nan	-1.00000
5932	un	2371144	-0.04565	-1.00000	-0.00635	-1.00000	-nan	-1.00000
5942	un	2373355	0.15603	-1.00000	0.09261	-1.00000	0.09071	-1.00000
5943	un	2374208	-0.04644	-1.00000	-0.02304	-1.00000	0.56000	-1.00000
5950	un	2377332	0.02013	-1.00000	0.00174	-1.00000	-nan	-1.00000
5951	un	2378181	-0.03226	-1.00000	-0.00713	-1.00000	-nan	-1.00000
5954	un	2380529	-0.02943	-1.00000	-0.02447	-1.00000	0.56751	-1.00000
5963	un	2383657	0.00519	-1.00000	0.00542	-1.00000	-nan	-1.00000
5964	un	2384380	-0.02211	-1.00000	-0.02271	-1.00000	-nan	-1.00000
5976	un	2389145	-0.03166	-1.00000	-0.03292	-1.00000	-0.05446	-1.00000
5979	un	2390815	-0.01519	-1.00000	-0.00977	-1.00000	0.60438	-1.00000
5984	un	2393204	-0.01826	-1.00000	-0.01726	-1.00000	-0.03455	-1.00000
5985	un	2394095	0.09333	-1.00000	0.03758	-1.00000	0.56927	-1.00000
5989	un	2396404	-0.04101	-1.00000	-0.02307	-1.00000	-nan	-1.00000
5997	un	2399661	0.03316	-1.00000	0.00622	-1.00000	0.01151	-1.00000
5998	un	2400480	-0.05018	-1.00000	-0.00698	-1.00000	-nan	-1.00000
6004	un	2402097	0.02551	-1.00000	0.00223	-1.00000	0.48478	-1.00000
6012	un	2406141	-0.02683	-1.00000	-0.00733	-1.00000	0.66558	-1.00000
6022	un	2410297	0.01109	-1.00000	0.00181	-1.00000	0.00456	-1.00000
6024	un	2411110	-0.00611	-1.00000	-0.00280	-1.00000	-nan	-1.00000
6033	un	2412643	0.01264	-1.00000	0.00470	-1.00000	-nan	-1.00000
6036	un	2415051	-0.04390	-1.00000	-0.00476	-1.00000	0.50974	-1.00000
6052	un	2421406	-0.00773	-1.00000	-0.00257	-1.00000	-0.00713	-1.00000
6067	un	2427167	0.00170	-1.00000	0.00014	-1.00000	-nan	-1.00000
6072	un	2430269	-0.04237	-1.00000	-0.03740	-1.00000	-nan	-1.00000
6075	un	2431882	0.00848	-1.00000	0.00287	-1.00000	0.53425	-1.00000
6091	un	2438378	-0.05415	-1.00000	-0.02693	-1.00000	-0.02748	-1.00000
6093	un	2439922	0.02795	-1.00000	0.00212	-1.00000	-0.00183	-1.00000
6097	un	2440707	0.02637	-1.00000	0.00142	-1.00000	0.49998	-1.00000
6101	un	2443162	0.04436	-1.00000	0.00261	-1.00000	0.50331	-1.00000
6103	un	2444739	-0.01260	-1.00000	-0.00104	-1.00000	0.50894	-1.00000
6117	un	2450438	0.15617	-1.00000	0.12950	-1.00000	0.64886	-1.00000
6120	un	2451249	-0.01344	-1.00000	-0.00139	-1.00000	-0.00433	-1.00000
6134	un	2456949	-0.03637	-1.00000	-0.01305	-1.00000	-0.01915	-1.00000
6139	un	2460098	0.01014	-1.00000	0.00211	-1.00000	0.43640	-1.00000
6143	un	2462527	-0.01642	-1.00000	-0.00326	-1.00000	0.52389	-1.00000
6148	un	2465505	-0.03979	-1.00000	-0.01754	-1.00000	0.49437	-1.00000
6160	un	2469643	-0.03848	-1.00000	-0.00440	-1.00000	-nan	-1.00000
6163	un	2470456	-0.03337	-1.00000	-0.01225	-1.00000	-nan	-1.00000
6173	un	2473660	-0.03065	-1.00000	-0.00851	-1.00000	0.50170	-1.00000
6177	un	2474489	-0.03993	-1.00000	-0.00329	-1.00000	-nan	-1.00000
6181	un	2476042	-0.00401	-1.00000	-0.00033	-1.00000	0.48485	-1.00000
6183	un	2477565	0.02018	-1.00000	0.00775	-1.00000	-nan	-1.00000
6192	un	2481528	0.01434	-1.00000	0.00105	-1.00000	0.00154	-1.00000
6201	un	2486409	-0.03226	-1.00000	-0.00713	-1.00000	-nan	-1.00000
6203	un	2487248	-0.02354	-1.00000	-0.00188	-1.00000	0.00043	-1.00000
6207	un	2488665	0.18164	-1.00000	0.03386	-1.00000	0.49683	-1.00000
6209	un	2490307	0.01668	-1.00000	0.00220	-1.00000	0.01107	-1.00000
6210	un	2491213	0.01343	-1.00000	0.00747	-1.00000	0.58959	-1.00000
6223	un	2496120	-0.00645	-1.00000	-0.00049	-1.00000	0.00027	-1.00000
6233	un	2501373	-0.05035	-1.00000	-0.03438	-1.00000	0.47096	-1.00000
6234	un	2502290	0.04008	-1.00000	0.00888	-1.00000	0.54020	-1.00000
6244	un	2507090	0.02483	-1.00000	0.02536	-1.00000	-nan	-1.00000
6249	un	2507873	-0.03563	-1.00000	-0.01437	-1.00000	0.54122	-1.00000
6264	un	2511948	-0.03646	-1.00000	-0.01060	-1.00000	0.52957	-1.00000
6267	un	2512700	-0.01298	-1.00000	-0.00077	-1.00000	0.47915	-1.00000
6283	un	2518034	0.02878	-1.00000	0.00527	-1.00000	0.49811	-1.00000
6299	un	2522987	-0.01990	-1.00000	-0.00318	-1.00000	0.49293	-1.00000
6305	un	2525486	0.03795	-1.00000	0.00489	-1.00000	0.00628	-1.00000
6307	un	2526221	-0.04118	-1.00000	-0.03419	-1.00000	0.56076	-1.00000
6312	un	2527880	-0.03290	-1.00000	-0.00338	-1.00000	0.01158	-1.00000
6322	un	2532059	-0.01323	-1.00000	-0.00704	-1.00000	0.55597	-1.00000
6324	un	2532847	-0.02983	-1.00000	-0.01226	-1.00000	-nan	-1.00000
6328	un	2533625	0.01344	-1.00000	0.00136	-1.00000	0.53057	-1.00000
6349	un	2540715	0.00125	-1.00000	0.00065	-1.00000	0.66682	-1.00000
6363	un	2545656	-0.08359	-1.00000	-0.02972	-1.00000	-nan	-1.00000
6368	un	2547869	0.01878	-1.00000	0.01024	-1.00000	-nan	-1.00000
6373	un	2550985	0.01634	-1.00000	0.01662	-1.00000	-nan	-1.00000
6376	un	2552504	-0.03918	-1.00000	-0.00402	-1.00000	-0.00164	-1.00000
6377	un	2553276	-0.01311	-1.00000	-0.00145	-1.00000	-nan	-1.00000
6386	un	2557507	-0.04092	-1.00000	-0.00482	-1.00000	0.51229	-1.00000
6390	un	2559179	-0.03538	-1.00000	-0.01179	-1.00000	0.53403	-1.00000
6392	un	2560804	-0.05013	-1.00000	-0.00531	-1.00000	0.49658	-1.00000
6398	un	2562459	0.01869	-1.00000	0.00161	-1.00000	0.50503	-1.00000
6413	un	2567924	-0.01854	-1.00000	-0.00849	-1.00000	-0.00716	-1.00000
6421	un	2572650	0.00968	-1.00000	0.00077	-1.00000	0.00133	-1.00000
6425	un	2575081	-0.03247	-1.00000	-0.01613	-1.00000	0.66469	-1.00000
6428	un	2577564	0.05513	-1.00000	0.00827	-1.00000	0.57611	-1.00000
6429	un	2578357	-0.03334	-1.00000	-0.01570	-1.00000	0.53454	-1.00000
6430	un	2579159	0.04044	-1.00000	0.01468	-1.00000	0.52294	-1.00000
6448	un	2584487	-0.02775	-1.00000	-0.00633	-1.00000	-nan	-1.00000
6469	un	2590268	-0.03161	-1.00000	-0.02279	-1.00000	-nan	-1.00000
6480	un	2595167	0.00198	-1.00000	0.00196	-1.00000	0.57251	-1.00000
6486	un	2596810	-0.05013	-1.00000	-0.00531	-1.00000	0.62633	-1.00000
6496	un	2600114	0.08875	-1.00000	0.06847	-1.00000	0.06153	-1.00000
6501	un	2601831	0.01950	-1.00000	0.00209	-1.00000	0.52566	-1.00000
6502	un	2602621	0.07005	-1.00000	0.04806	-1.00000	0.05689	-1.00000
6503	un	2603427	0.07938	-1.00000	0.01197	-1.00000	0.00354	-1.00000
6516	un	2608430	-0.01786	-1.00000	-0.00308	-1.00000	0.52005	-1.00000
6518	un	2610087	0.07861	-1.00000	0.01528	-1.00000	0.60321	-1.00000
6523	un	2613240	0.00216	-1.00000	0.00215	-1.00000	-0.01251	-1.00000
6527	un	2615639	0.07313	-1.00000	0.04167	-1.00000	0.03239	-1.00000
6529	un	2616473	0.08280	-1.00000	0.00895	-1.00000	0.56993	-1.00000
6532	un	2618996	-0.01895	-1.00000	-0.00137	-1.00000	0.00037	-1.00000
6536	un	2621268	-0.01421	-1.00000	-0.00117	-1.00000	-nan	-1.00000
6538	un	2622085	0.03521	-1.00000	0.01293	-1.00000	-nan	-1.00000
6540	un	2623692	-0.03380	-1.00000	-0.00807	-1.00000	-0.01234	-1.00000
6546	un	2626143	-0.03508	-1.00000	-0.01813	-1.00000	0.52372	-1.00000
6558	un	2631972	-0.01936	-1.00000	-0.00342	-1.00000	0.00091	-1.00000
6570	un	2637830	-0.03168	-1.00000	-0.01699	-1.00000	-nan	-1.00000
6572	un	2639375	0.07124	-1.00000	0.00800	-1.00000	-nan	-1.00000
6575	un	2640181	-0.02413	-1.00000	-0.01119	-1.00000	-nan	-1.00000
6576	un	2640921	0.05885	-1.00000	0.02173	-1.00000	0.01580	-1.00000
6586	un	2644975	0.00787	-1.00000	0.00084	-1.00000	0.00213	-1.00000
6601	un	2648805	0.09548	-1.00000	0.03365	-1.00000	0.01501	-1.00000
6603	un	2650341	-0.00272	-1.00000	-0.00028	-1.00000	-0.00575	-1.00000
6605	un	2651088	-0.02590	-1.00000	-0.01294	-1.00000	0.58293	-1.00000
6607	un	2651926	0.02197	-1.00000	0.00410	-1.00000	0.00602	-1.00000
6608	un	2652761	0.04923	-1.00000	0.01134	-1.00000	-nan	-1.00000
6609	un	2653617	-0.01354	-1.00000	-0.00214	-1.00000	0.54235	-1.00000
6615	un	2657517	0.07564	-1.00000	0.00415	-1.00000	0.51013	-1.00000
6617	un	2658353	0.02677	-1.00000	0.02631	-1.00000	-nan	-1.00000
6631	un	2662403	-0.02806	-1.00000	-0.00661	-1.00000	0.52622	-1.00000
6637	un	2665654	-0.00375	-1.00000	-0.00263	-1.00000	0.01129	-1.00000
6640	un	2667264	-0.03289	-1.00000	-0.00670	-1.00000	0.61607	-1.00000
6642	un	2668111	-0.02784	-1.00000	-0.00844	-1.00000	0.49701	-1.00000
6645	un	2669698	0.02433	-1.00000	0.00602	-1.00000	-nan	-1.00000
6652	un	2671302	0.11073	-1.00000	0.00653	-1.00000	0.50699	-1.00000
6659	un	2673564	-0.01141	-1.00000	-0.00969	-1.00000	0.55327	-1.00000
6661	un	2675248	-0.00773	-1.00000	-0.00704	-1.00000	-nan	-1.00000
6662	un	2676043	-0.00338	-1.00000	-0.00057	-1.00000	0.49338	-1.00000
6665	un	2676860	-0.01980	-1.00000	-0.00913	-1.00000	-nan	-1.00000
6670	un	2679961	-0.03304	-1.00000	-0.02960	-1.00000	-0.02879	-1.00000
6671	un	2680763	-0.01071	-1.00000	-0.01064	-1.00000	-nan	-1.00000
6677	un	2682901	0.06339	-1.00000	0.01935	-1.00000	0.02477	-1.00000
6685	un	2686972	-0.03850	-1.00000	-0.01701	-1.00000	0.49905	-1.00000
6699	un	2691489	-0.02491	-1.00000	-0.01573	-1.00000	0.00436	-1.00000
6707	un	2695508	-0.00519	-1.00000	-0.00082	-1.00000	0.00307	-1.00000
6709	un	2697209	-0.04192	-1.00000	-0.00845	-1.00000	0.56942	-1.00000
6713	un	2699740	0.02266	-1.00000	0.00248	-1.00000	0.03304	-1.00000
6715	un	2700478	0.03661	-1.00000	0.01928	-1.00000	0.01093	-1.00000
6727	un	2705276	-0.00893	-1.00000	-0.00074	-1.00000	-nan	-1.00000
6737	un	2706938	-0.01089	-1.00000	-0.01102	-1.00000	-nan	-1.00000
6742	un	2708022	0.00017	-1.00000	0.00009	-1.00000	0.54871	-1.00000
6743	un	2708797	-0.01446	-1.00000	-0.00925	-1.00000	0.58355	-1.00000
6752	un	2712730	0.02513	-1.00000	0.01237	-1.00000	0.55717	-1.00000
6753	un	2713526	-0.02516	-1.00000	-0.00651	-1.00000	0.61040	-1.00000
6762	un	2716819	-0.01627	-1.00000	-0.00183	-1.00000	-nan	-1.00000
6776	un	2720991	-0.01504	-1.00000	-0.01224	-1.00000	-0.03424	-1.00000
6784	un	2724306	0.02265	-1.00000	0.02189	-1.00000	-nan	-1.00000
6785	un	2725205	0.12436	-1.00000	0.11717	-1.00000	0.05521	-1.00000
6786	un	2725926	0.03433	-1.00000	0.00337	-1.00000	0.48370	-1.00000
6794	un	2729865	-0.00774	-1.00000	-0.00375	-1.00000	0.53420	-1.00000
6805	un	2734499	-0.02287	-1.00000	-0.01019	-1.00000	0.44650	-1.00000
6807	un	2735309	0.04236	-1.00000	0.00581	-1.00000	0.00304	-1.00000
6815	un	2739340	0.00886	-1.00000	0.00102	-1.00000	-nan	-1.00000
6844	un	2750223	-0.03983	-1.00000	-0.02162	-1.00000	0.55193	-1.00000
6847	un	2751776	-0.03333	-1.00000	-0.03208	-1.00000	0.66300	-1.00000
6849	un	2753446	0.01050	-1.00000	0.00501	-1.00000	-nan	-1.00000
6856	un	2754221	-0.04140	-1.00000	-0.02769	-1.00000	0.63543	-1.00000
6876	un	2762373	0.00004	-1.00000	0.00000	-1.00000	-0.00543	-1.00000
6880	un	2763931	-0.04526	-1.00000	-0.03272	-1.00000	0.61986	-1.00000
6888	un	2767190	0.00741	-1.00000	0.00457	-1.00000	0.56772	-1.00000
6890	un	2768027	-0.02905	-1.00000	-0.00166	-1.00000	0.50594	-1.00000
6894	un	2769662	-0.04999	-1.00000	-0.04295	-1.00000	0.57195	-1.00000
6895	un	2770558	-0.03875	-1.00000	-0.00707	-1.00000	0.51297	-1.00000
6897	un	2771326	0.02250	-1.00000	0.00483	-1.00000	-0.00099	-1.00000
6898	un	2772124	0.00092	-1.00000	0.00009	-1.00000	0.00411	-1.00000
6904	un	2773870	0.02041	-1.00000	0.00488	-1.00000	0.64694	-1.00000
6909	un	2776241	0.02070	-1.00000	0.00160	-1.00000	-0.00180	-1.00000
6912	un	2778927	0.01171	-1.00000	0.00650	-1.00000	0.56234	-1.00000
6914	un	2780688	0.01720	-1.00000	0.00269	-1.00000	0.50323	-1.00000
6915	un	2781495	0.09601	-1.00000	0.08660	-1.00000	0.05626	-1.00000
6924	un	2787085	0.00969	-1.00000	0.00098	-1.00000	0.00175	-1.00000
6926	un	2788513	-0.03304	-1.00000	-0.00565	-1.00000	0.51142	-1.00000
6929	un	2789307	0.00229	-1.00000	0.00017	-1.00000	-0.00501	-1.00000
6955	un	2798935	-0.04140	-1.00000	-0.02769	-1.00000	-nan	-1.00000
6960	un	2801243	-0.02535	-1.00000	-0.01837	-1.00000	-nan	-1.00000
6970	un	2804353	-0.06226	-1.00000	-0.02902	-1.00000	0.51696	-1.00000
6979	un	2806721	-0.01051	-1.00000	-0.00095	-1.00000	0.48037	-1.00000
6981	un	2807469	0.00818	-1.00000	0.00156	-1.00000	0.51405	-1.00000
6982	un	2808242	-0.04561	-1.00000	-0.02251	-1.00000	0.53487	-1.00000
6985	un	2809839	-0.00003	-1.00000	-0.00000	-1.00000	0.63126	-1.00000
6991	un	2813144	-0.03802	-1.00000	-0.01301	-1.00000	-nan	-1.00000
6992	un	2813971	-0.01746	-1.00000	-0.01201	-1.00000	0.66521	-1.00000
7005	un	2819601	-0.03407	-1.00000	-0.00380	-1.00000	0.51205	-1.00000
7006	un	2820420	0.02282	-1.00000	0.00187	-1.00000	0.51209	-1.00000
7017	un	2822975	-0.02212	-1.00000	-0.00350	-1.00000	0.00258	-1.00000
7020	un	2823805	0.00081	-1.00000	0.00040	-1.00000	0.55763	-1.00000
7035	un	2831788	-0.03900	-1.00000	-0.03010	-1.00000	-nan	-1.00000
7047	un	2834187	-0.03723	-1.00000	-0.03867	-1.00000	-nan	-1.00000
7048	un	2835103	0.01241	-1.00000	0.00191	-1.00000	-nan	-1.00000
7049	un	2835916	0.04723	-1.00000	0.01122	-1.00000	0.45456	-1.00000
7055	un	2839273	-0.04423	-1.00000	-0.04624	-1.00000	0.57760	-1.00000
7060	un	2841747	0.07208	-1.00000	0.07486	-1.00000	0.53956	-1.00000
7062	un	2842556	-0.03407	-1.00000	-0.02450	-1.00000	0.56792	-1.00000
7064	un	2843347	-0.03498	-1.00000	-0.00470	-1.00000	-0.01020	-1.00000
7072	un	2846526	-0.03006	-1.00000	-0.02638	-1.00000	-nan	-1.00000
7073	un	2847364	-0.03991	-1.00000	-0.01168	-1.00000	0.52296	-1.00000
7075	un	2848185	-0.03382	-1.00000	-0.00787	-1.00000	-nan	-1.00000
7089	un	2854520	0.03633	-1.00000	0.01700	-1.00000	0.64184	-1.00000
7098	un	2859424	0.02074	-1.00000	0.00213	-1.00000	-0.00481	-1.00000
7099	un	2860220	-0.02924	-1.00000	-0.02295	-1.00000	0.54928	-1.00000
7106	un	2864769	-0.03165	-1.00000	-0.01022	-1.00000	-nan	-1.00000
7108	un	2865628	0.03565	-1.00000	0.01323	-1.00000	0.00147	-1.00000
7109	un	2866423	-0.00140	-1.00000	-0.00028	-1.00000	0.51396	-1.00000
7110	un	2867286	-0.07306	-1.00000	-0.05616	-1.00000	0.62764	-1.00000
7116	un	2870566	0.08458	-1.00000	0.04880	-1.00000	-nan	-1.00000
7120	un	2872381	-0.00854	-1.00000	-0.00793	-1.00000	0.66566	-1.00000
7139	un	2877916	0.17009	-1.00000	0.01793	-1.00000	0.01671	-1.00000
7144	un	2879308	0.03909	-1.00000	0.00243	-1.00000	0.46956	-1.00000
7148	un	2881435	0.01399	-1.00000	0.00227	-1.00000	0.00848	-1.00000
7151	un	2883147	0.00230	-1.00000	0.00230	-1.00000	0.58890	-1.00000
7178	un	2894293	0.03375	-1.00000	0.02575	-1.00000	-nan	-1.00000
7179	un	2895085	0.02116	-1.00000	0.00103	-1.00000	0.57559	-1.00000
7188	un	2898404	-0.04000	-1.00000	-0.00339	-1.00000	0.50946	-1.00000
7191	un	2899994	-0.02410	-1.00000	-0.02158	-1.00000	0.56037	-1.00000
7192	un	2900743	-0.01492	-1.00000	-0.00070	-1.00000	0.60194	-1.00000
7199	un	2903901	-0.00356	-1.00000	-0.00032	-1.00000	0.48567	-1.00000
7201	un	2904696	-0.02635	-1.00000	-0.00344	-1.00000	-0.00037	-1.00000
7207	un	2907016	-0.03920	-1.00000	-0.00717	-1.00000	-nan	-1.00000
7213	un	2909445	-0.02184	-1.00000	-0.00259	-1.00000	-nan	-1.00000
7232	un	2913464	-0.02330	-1.00000	-0.00301	-1.00000	0.58301	-1.00000
7240	un	2918076	-0.03902	-1.00000	-0.00937	-1.00000	-0.01524	-1.00000
7242	un	2919689	0.00002	-1.00000	0.00000	-1.00000	-0.00676	-1.00000
7245	un	2921417	0.01109	-1.00000	0.00322	-1.00000	0.53335	-1.00000
7251	un	2925425	0.08567	-1.00000	0.02148	-1.00000	0.02654	-1.00000
7254	un	2926220	-0.02134	-1.00000	-0.00897	-1.00000	-nan	-1.00000
7259	un	2928705	0.13149	-1.00000	0.01621	-1.00000	0.51539	-1.00000
7266	un	2932683	-0.01850	-1.00000	-0.00803	-1.00000	0.54461	-1.00000
7270	un	2935177	-0.03510	-1.00000	-0.00658	-1.00000	0.49899	-1.00000
7271	un	2935923	0.09345	-1.00000	0.02941	-1.00000	0.01410	-1.00000
7276	un	2938360	0.01757	-1.00000	0.00712	-1.00000	0.54157	-1.00000
7282	un	2939984	-0.03499	-1.00000	-0.02961	-1.00000	0.63013	-1.00000
7293	un	2942384	-0.03898	-1.00000	-0.04012	-1.00000	-nan	-1.00000
7306	un	2946371	0.04348	-1.00000	0.04513	-1.00000	-nan	-1.00000
7310	un	2947180	-0.01931	-1.00000	-0.00468	-1.00000	-nan	-1.00000
7315	un	2950011	0.03261	-1.00000	0.00650	-1.00000	0.63961	-1.00000
7316	un	2950575	-0.01234	-1.00000	-0.00170	-1.00000	-nan	-1.00000
7317	un	2951417	0.13406	-1.00000	0.11821	-1.00000	-nan	-1.00000
7321	un	2953003	-0.05701	-1.00000	-0.01498	-1.00000	-nan	-1.00000
7329	un	2957705	-0.03816	-1.00000	-0.00949	-1.00000	-nan	-1.00000
7332	un	2958452	0.14727	-1.00000	0.01407	-1.00000	0.48161	-1.00000
7336	un	2960062	0.07640	-1.00000	0.03206	-1.00000	-nan	-1.00000
7340	un	2961588	0.01574	-1.00000	0.00577	-1.00000	0.53727	-1.00000
7350	un	2964720	-0.04127	-1.00000	-0.02971	-1.00000	-nan	-1.00000
7351	un	2965518	-0.05403	-1.00000	-0.00450	-1.00000	0.50060	-1.00000
7352	un	2966375	0.08901	-1.00000	0.02336	-1.00000	0.53631	-1.00000
7355	un	2968711	-0.05164	-1.00000	-0.00835	-1.00000	0.52142	-1.00000
7359	un	2971147	-0.01348	-1.00000	-0.00155	-1.00000	0.49379	-1.00000
7366	un	2973489	0.00287	-1.00000	0.00029	-1.00000	0.00296	-1.00000
7367	un	2974262	-0.04831	-1.00000	-0.00613	-1.00000	0.48895	-1.00000
7369	un	2975044	-0.00911	-1.00000	-0.00095	-1.00000	-0.00442	-1.00000
7374	un	2979050	0.03441	-1.00000	0.02991	-1.00000	-nan	-1.00000
7403	un	2992832	0.10504	-1.00000	0.02411	-1.00000	0.50661	-1.00000
7423	un	3000764	-0.02983	-1.00000	-0.01226	-1.00000	0.48309	-1.00000
7428	un	3003054	-0.04131	-1.00000	-0.02919	-1.00000	0.56571	-1.00000
7430	un	3004521	-0.03757	-1.00000	-0.02787	-1.00000	0.55988	-1.00000
7451	un	3012910	-0.00529	-1.00000	-0.00466	-1.00000	0.55698	-1.00000
7455	un	3013742	0.13051	-1.00000	0.03487	-1.00000	-nan	-1.00000
7458	un	3015320	-0.03409	-1.00000	-0.03351	-1.00000	-0.04897	-1.00000
7468	un	3020205	-0.04081	-1.00000	-0.03235	-1.00000	-nan	-1.00000
7470	un	3021020	0.08874	-1.00000	0.07987	-1.00000	0.64527	-1.00000
7473	un	3021808	-0.03420	-1.00000	-0.00620	-1.00000	0.00237	-1.00000
7475	un	3022617	-0.01557	-1.00000	-0.00700	-1.00000	0.61997	-1.00000
7478	un	3024234	-0.04219	-1.00000	-0.01387	-1.00000	0.52529	-1.00000
7480	un	3025076	-0.00338	-1.00000	-0.00057	-1.00000	0.53588	-1.00000
7483	un	3026646	0.05021	-1.00000	0.04296	-1.00000	0.59505	-1.00000
7489	un	3029844	0.13235	-1.00000	0.06561	-1.00000	0.56542	-1.00000
7491	un	3030592	0.07084	-1.00000	0.04489	-1.00000	-nan	-1.00000
7493	un	3032212	0.05327	-1.00000	0.00691	-1.00000	0.01744	-1.00000
7497	un	3034624	-0.03381	-1.00000	-0.03422	-1.00000	0.57798	-1.00000
7518	un	3038657	0.01186	-1.00000	0.00329	-1.00000	0.51263	-1.00000
7520	un	3039531	0.00193	-1.00000	0.00014	-1.00000	-0.00466	-1.00000
7521	un	3040370	-0.02001	-1.00000	-0.00148	-1.00000	0.00031	-1.00000
7537	un	3047720	0.03523	-1.00000	0.00525	-1.00000	0.51349	-1.00000
7540	un	3049340	-0.00640	-1.00000	-0.00068	-1.00000	-0.00470	-1.00000
7542	un	3050205	0.03846	-1.00000	0.03909	-1.00000	0.58086	-1.00000
7548	un	3053027	0.02562	-1.00000	0.00199	-1.00000	-0.00183	-1.00000
7553	un	3055395	0.00241	-1.00000	0.00108	-1.00000	0.53389	-1.00000
7555	un	3057138	-0.04559	-1.00000	-0.02663	-1.00000	-nan	-1.00000
7557	un	3057860	-0.01116	-1.00000	-0.00140	-1.00000	-nan	-1.00000
7566	un	3060518	0.05575	-1.00000	0.01878	-1.00000	-nan	-1.00000
7567	un	3061349	0.03515	-1.00000	0.00789	-1.00000	0.00812	-1.00000
7572	un	3063821	0.00904	-1.00000	0.00618	-1.00000	0.01272	-1.00000
7577	un	3066203	-0.05151	-1.00000	-0.00790	-1.00000	0.55747	-1.00000
7578	un	3067026	0.00621	-1.00000	0.00086	-1.00000	-nan	-1.00000
7582	un	3067689	-0.03629	-1.00000	-0.03440	-1.00000	0.58454	-1.00000
7589	un	3073310	-0.04697	-1.00000	-0.03958	-1.00000	0.53847	-1.00000
7591	un	3074012	0.02657	-1.00000	0.00473	-1.00000	0.50756	-1.00000
7593	un	3074773	0.00592	-1.00000	0.00119	-1.00000	-nan	-1.00000
7602	un	3077270	-0.02249	-1.00000	-0.02287	-1.00000	-nan	-1.00000
7608	un	3081323	0.14947	-1.00000	0.01229	-1.00000	0.01522	-1.00000
7611	un	3082902	0.18742	-1.00000	0.10620	-1.00000	0.64172	-1.00000
7629	un	3090225	0.14793	-1.00000	0.02538	-1.00000	0.54358	-1.00000
