# Population Mona	2001_Mona_LTC1,2001_Mona_LTC12,2001_Mona_LTC2,2001_Mona_LTC5
# Population Big_Springs	2022_Big_Springs_LTC_1,2022_Big_Springs_LTC_10,2022_Big_Springs_LTC_11,2022_Big_Springs_LTC_12,2022_Big_Springs_LTC_13,2022_Big_Springs_LTC_14,2022_Big_Springs_LTC_15,2022_Big_Springs_LTC_2,2022_Big_Springs_LTC_3,2022_Big_Springs_LTC_4,2022_Big_Springs_LTC_5,2022_Big_Springs_LTC_6,2022_Big_Springs_LTC_7,2022_Big_Springs_LTC_8,2022_Big_Springs_LTC_9
# Population Jail_Pond	2022_Jail_Pond_LTC1,2022_Jail_Pond_LTC10,2022_Jail_Pond_LTC11,2022_Jail_Pond_LTC12,2022_Jail_Pond_LTC13,2022_Jail_Pond_LTC14,2022_Jail_Pond_LTC2,2022_Jail_Pond_LTC3,2022_Jail_Pond_LTC4,2022_Jail_Pond_LTC5,2022_Jail_Pond_LTC6,2022_Jail_Pond_LTC7,2022_Jail_Pond_LTC8,2022_Jail_Pond_LTC9
# Population Tooele_Army	2022_Tooele_Army_LTC1,2022_Tooele_Army_LTC2,2022_Tooele_Army_LTC3,2022_Tooele_Army_LTC4,2022_Tooele_Army_LTC5,2022_Tooele_Army_LTC6,2022_Tooele_Army_LTC7,2022_Tooele_Army_LTC_10,2022_Tooele_Army_LTC_8,2022_Tooele_Army_LTC_9
# Group defaultgrp	Mona,Big_Springs,Jail_Pond,Tooele_Army
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
24177	un	10098773	0.02770	-1.00000	0.00247	-1.00000	0.51349	-1.00000
24181	un	10099398	-0.03273	-1.00000	-0.03152	-1.00000	0.56291	-1.00000
24182	un	10100249	-0.04366	-1.00000	-0.01450	-1.00000	-nan	-1.00000
24183	un	10101129	-0.03827	-1.00000	-0.03938	-1.00000	-nan	-1.00000
24190	un	10105174	-0.00572	-1.00000	-0.00168	-1.00000	-nan	-1.00000
24203	un	10109474	-0.02588	-1.00000	-0.00448	-1.00000	-nan	-1.00000
24210	un	10111642	-0.00668	-1.00000	-0.00316	-1.00000	0.54206	-1.00000
24223	un	10117716	0.01092	-1.00000	0.00110	-1.00000	0.00712	-1.00000
24226	un	10119261	0.06946	-1.00000	0.01584	-1.00000	0.52418	-1.00000
24234	un	10123348	0.02637	-1.00000	0.00142	-1.00000	0.59556	-1.00000
24246	un	10130807	0.01208	-1.00000	0.00152	-1.00000	-0.00506	-1.00000
24255	un	10133935	-0.04579	-1.00000	-0.00439	-1.00000	0.57366	-1.00000
24257	un	10134799	-0.00315	-1.00000	-0.00013	-1.00000	0.55825	-1.00000
24272	un	10139654	-0.01253	-1.00000	-0.00062	-1.00000	0.57295	-1.00000
24274	un	10140451	0.17264	-1.00000	0.02797	-1.00000	0.52309	-1.00000
24276	un	10141285	0.06670	-1.00000	0.05890	-1.00000	0.54962	-1.00000
24279	un	10142966	-0.00312	-1.00000	-0.00041	-1.00000	-nan	-1.00000
24280	un	10143655	-0.02274	-1.00000	-0.00353	-1.00000	-nan	-1.00000
24281	un	10144425	-0.06535	-1.00000	-0.01628	-1.00000	-nan	-1.00000
24282	un	10145281	-0.03696	-1.00000	-0.03600	-1.00000	-nan	-1.00000
24284	un	10146074	-0.01354	-1.00000	-0.00214	-1.00000	-nan	-1.00000
24286	un	10146906	-0.01536	-1.00000	-0.00473	-1.00000	-nan	-1.00000
24295	un	10151630	-0.01087	-1.00000	-0.00312	-1.00000	0.51892	-1.00000
24303	un	10153359	0.05901	-1.00000	0.02961	-1.00000	0.64594	-1.00000
24311	un	10154866	-0.04970	-1.00000	-0.02759	-1.00000	0.50500	-1.00000
24316	un	10156543	-0.04055	-1.00000	-0.01354	-1.00000	0.53383	-1.00000
24357	un	10171932	0.04630	-1.00000	0.00600	-1.00000	-nan	-1.00000
24359	un	10173482	-0.01345	-1.00000	-0.01341	-1.00000	-nan	-1.00000
24362	un	10175997	-0.03208	-1.00000	-0.00993	-1.00000	-0.01718	-1.00000
24370	un	10178402	-0.02733	-1.00000	-0.00411	-1.00000	0.49139	-1.00000
24373	un	10179168	0.02237	-1.00000	0.02341	-1.00000	-nan	-1.00000
24374	un	10179903	0.06520	-1.00000	0.00771	-1.00000	-nan	-1.00000
24377	un	10180739	-0.00756	-1.00000	-0.00061	-1.00000	-nan	-1.00000
24392	un	10188437	-0.02958	-1.00000	-0.02552	-1.00000	-0.02932	-1.00000
24394	un	10190056	0.03131	-1.00000	0.00930	-1.00000	0.64079	-1.00000
24396	un	10190794	0.02545	-1.00000	0.02422	-1.00000	0.09293	-1.00000
24397	un	10191579	-0.04655	-1.00000	-0.00363	-1.00000	-0.00198	-1.00000
24400	un	10193198	0.06203	-1.00000	0.00894	-1.00000	0.62370	-1.00000
24412	un	10202084	-0.00916	-1.00000	-0.00377	-1.00000	-0.01067	-1.00000
24413	un	10202874	0.02116	-1.00000	0.00103	-1.00000	0.57559	-1.00000
24415	un	10203691	-0.04499	-1.00000	-0.00692	-1.00000	-nan	-1.00000
24425	un	10208407	-0.00008	-1.00000	-0.00006	-1.00000	0.47594	-1.00000
24427	un	10210106	0.02637	-1.00000	0.00142	-1.00000	0.54169	-1.00000
24430	un	10211709	0.02409	-1.00000	0.00273	-1.00000	0.50735	-1.00000
24441	un	10217133	0.02558	-1.00000	0.00347	-1.00000	0.00588	-1.00000
24445	un	10218747	0.00229	-1.00000	0.00022	-1.00000	0.47177	-1.00000
24452	un	10220289	0.00290	-1.00000	0.00054	-1.00000	0.54833	-1.00000
24465	un	10224997	0.06826	-1.00000	0.00786	-1.00000	0.51144	-1.00000
24466	un	10225835	0.00373	-1.00000	0.00077	-1.00000	0.00556	-1.00000
24475	un	10229024	0.01191	-1.00000	0.00090	-1.00000	0.00299	-1.00000
24489	un	10235653	-0.06013	-1.00000	-0.01384	-1.00000	0.52188	-1.00000
24492	un	10238427	-0.04274	-1.00000	-0.02629	-1.00000	0.53050	-1.00000
24499	un	10240062	-0.03900	-1.00000	-0.00772	-1.00000	-nan	-1.00000
24500	un	10240851	-0.00837	-1.00000	-0.00632	-1.00000	0.57642	-1.00000
24501	un	10241703	0.10650	-1.00000	0.05089	-1.00000	0.06395	-1.00000
24503	un	10242519	0.03850	-1.00000	0.00213	-1.00000	0.50745	-1.00000
24512	un	10245112	-0.01239	-1.00000	-0.00187	-1.00000	-0.00555	-1.00000
24521	un	10249809	-0.02140	-1.00000	-0.00513	-1.00000	0.00994	-1.00000
24527	un	10253906	-0.03014	-1.00000	-0.00462	-1.00000	0.00321	-1.00000
24534	un	10256391	0.08881	-1.00000	0.04073	-1.00000	-nan	-1.00000
24536	un	10258001	0.01646	-1.00000	0.01525	-1.00000	-nan	-1.00000
24540	un	10259554	0.06245	-1.00000	0.03785	-1.00000	0.57458	-1.00000
24543	un	10261105	0.04191	-1.00000	0.03222	-1.00000	0.64353	-1.00000
24546	un	10261896	-0.03671	-1.00000	-0.03532	-1.00000	-nan	-1.00000
24550	un	10263508	-0.05381	-1.00000	-0.00427	-1.00000	0.66667	-1.00000
24559	un	10268408	0.10346	-1.00000	0.04406	-1.00000	0.02368	-1.00000
24578	un	10277182	0.00473	-1.00000	0.00076	-1.00000	0.52784	-1.00000
24583	un	10279737	0.11811	-1.00000	0.00484	-1.00000	0.50054	-1.00000
24617	un	10295872	-0.02122	-1.00000	-0.00506	-1.00000	0.00409	-1.00000
24619	un	10296628	0.02559	-1.00000	0.00119	-1.00000	0.60409	-1.00000
24620	un	10297474	-0.03553	-1.00000	-0.02459	-1.00000	0.52544	-1.00000
24625	un	10299887	0.05293	-1.00000	0.05223	-1.00000	0.06487	-1.00000
24626	un	10300737	-0.03145	-1.00000	-0.01473	-1.00000	-0.02767	-1.00000
24627	un	10301608	-0.01201	-1.00000	-0.00321	-1.00000	0.56486	-1.00000
24631	un	10303929	-0.02896	-1.00000	-0.02395	-1.00000	0.52365	-1.00000
24635	un	10305458	-0.02707	-1.00000	-0.00478	-1.00000	0.50676	-1.00000
24653	un	10314489	0.03482	-1.00000	0.00991	-1.00000	-nan	-1.00000
24654	un	10315288	-0.01406	-1.00000	-0.00161	-1.00000	0.50723	-1.00000
24661	un	10317768	0.01973	-1.00000	0.00292	-1.00000	0.59797	-1.00000
24662	un	10318542	0.04000	-1.00000	0.01290	-1.00000	-nan	-1.00000
24663	un	10319304	-0.02951	-1.00000	-0.01963	-1.00000	0.56722	-1.00000
24677	un	10324704	0.12413	-1.00000	0.06483	-1.00000	0.57755	-1.00000
24691	un	10335142	-0.00699	-1.00000	-0.00051	-1.00000	0.00014	-1.00000
24694	un	10335916	-0.03431	-1.00000	-0.00978	-1.00000	0.50308	-1.00000
24715	un	10345695	0.12931	-1.00000	0.01332	-1.00000	-nan	-1.00000
24725	un	10348827	-0.01704	-1.00000	-0.01756	-1.00000	0.57604	-1.00000
24731	un	10350487	-0.04774	-1.00000	-0.00372	-1.00000	0.00788	-1.00000
24750	un	10360939	0.02409	-1.00000	0.00273	-1.00000	0.50972	-1.00000
24757	un	10363224	-0.03149	-1.00000	-0.02882	-1.00000	-0.04077	-1.00000
24783	un	10373642	-0.00224	-1.00000	-0.00108	-1.00000	-nan	-1.00000
24788	un	10377555	0.07995	-1.00000	0.08284	-1.00000	-nan	-1.00000
24791	un	10379127	-0.00996	-1.00000	-0.00111	-1.00000	-nan	-1.00000
24795	un	10380690	0.04275	-1.00000	0.03738	-1.00000	0.54115	-1.00000
24803	un	10381464	0.05950	-1.00000	0.01216	-1.00000	0.60192	-1.00000
24816	un	10388870	-0.04211	-1.00000	-0.00368	-1.00000	0.66604	-1.00000
24826	un	10391252	-0.01471	-1.00000	-0.00274	-1.00000	0.00478	-1.00000
24828	un	10392099	-0.03311	-1.00000	-0.00369	-1.00000	0.50406	-1.00000
24832	un	10394386	-0.03666	-1.00000	-0.01101	-1.00000	0.52388	-1.00000
24833	un	10395241	-0.03182	-1.00000	-0.00345	-1.00000	0.51193	-1.00000
24845	un	10399628	-0.02376	-1.00000	-0.00877	-1.00000	0.56633	-1.00000
24847	un	10401181	-0.00003	-1.00000	-0.00000	-1.00000	0.60144	-1.00000
24852	un	10404571	-0.02358	-1.00000	-0.01218	-1.00000	-0.01196	-1.00000
24854	un	10405312	-0.00617	-1.00000	-0.00023	-1.00000	0.50427	-1.00000
24864	un	10409190	0.01075	-1.00000	0.00081	-1.00000	0.00162	-1.00000
24870	un	10412447	-0.04541	-1.00000	-0.00603	-1.00000	-nan	-1.00000
24881	un	10417228	-0.02984	-1.00000	-0.02246	-1.00000	-nan	-1.00000
24891	un	10420535	-0.02515	-1.00000	-0.01444	-1.00000	-nan	-1.00000
24893	un	10422149	0.07916	-1.00000	0.01800	-1.00000	0.03397	-1.00000
24897	un	10423710	-0.04970	-1.00000	-0.02759	-1.00000	0.47495	-1.00000
24906	un	10427705	0.09101	-1.00000	0.00517	-1.00000	0.50578	-1.00000
24907	un	10428480	-0.00091	-1.00000	-0.00023	-1.00000	-nan	-1.00000
24914	un	10430841	-0.03672	-1.00000	-0.01165	-1.00000	0.50928	-1.00000
24917	un	10432577	0.01055	-1.00000	0.00433	-1.00000	-nan	-1.00000
24918	un	10433360	0.02673	-1.00000	0.01136	-1.00000	0.53591	-1.00000
24928	un	10437345	-0.01877	-1.00000	-0.00233	-1.00000	0.58550	-1.00000
24935	un	10443069	-0.01348	-1.00000	-0.00151	-1.00000	0.01186	-1.00000
24937	un	10444756	0.13008	-1.00000	0.01133	-1.00000	0.51088	-1.00000
24938	un	10445520	0.01865	-1.00000	0.00860	-1.00000	0.55355	-1.00000
24944	un	10447207	-0.03323	-1.00000	-0.00691	-1.00000	0.52152	-1.00000
24955	un	10452178	-0.00426	-1.00000	-0.00436	-1.00000	-nan	-1.00000
24965	un	10456160	-0.04016	-1.00000	-0.02877	-1.00000	0.63046	-1.00000
24969	un	10457852	0.07054	-1.00000	0.01425	-1.00000	-nan	-1.00000
24976	un	10459429	0.02220	-1.00000	0.00318	-1.00000	0.51368	-1.00000
24994	un	10466529	0.17796	-1.00000	0.14446	-1.00000	-nan	-1.00000
24999	un	10468111	0.02407	-1.00000	0.00197	-1.00000	0.51223	-1.00000
25001	un	10468963	-0.01084	-1.00000	-0.01140	-1.00000	-nan	-1.00000
25013	un	10471448	0.03647	-1.00000	0.03592	-1.00000	0.59392	-1.00000
25036	un	10477129	-0.03993	-1.00000	-0.00329	-1.00000	-nan	-1.00000
25039	un	10478713	-0.04154	-1.00000	-0.04088	-1.00000	0.58578	-1.00000
25040	un	10479532	0.02649	-1.00000	0.02602	-1.00000	0.59482	-1.00000
25044	un	10481914	-0.03889	-1.00000	-0.00379	-1.00000	-0.00146	-1.00000
25054	un	10485817	0.00105	-1.00000	0.00048	-1.00000	-nan	-1.00000
25059	un	10488294	0.01415	-1.00000	0.00129	-1.00000	0.48174	-1.00000
25060	un	10489072	0.00195	-1.00000	0.00020	-1.00000	0.00169	-1.00000
25062	un	10490686	0.02508	-1.00000	0.01858	-1.00000	0.53427	-1.00000
25080	un	10498738	0.01958	-1.00000	0.00979	-1.00000	-nan	-1.00000
25090	un	10503740	0.02409	-1.00000	0.00273	-1.00000	0.50972	-1.00000
25094	un	10505403	0.03497	-1.00000	0.00512	-1.00000	0.49705	-1.00000
25099	un	10507046	0.05950	-1.00000	0.01216	-1.00000	0.60192	-1.00000
25100	un	10507855	-0.03829	-1.00000	-0.00613	-1.00000	-nan	-1.00000
25115	un	10515165	-0.04639	-1.00000	-0.00981	-1.00000	0.54031	-1.00000
25118	un	10516033	-0.03226	-1.00000	-0.00713	-1.00000	0.49169	-1.00000
25124	un	10518407	0.08994	-1.00000	0.00932	-1.00000	0.57423	-1.00000
25126	un	10519216	-0.01080	-1.00000	-0.00600	-1.00000	0.53713	-1.00000
25128	un	10520088	0.00650	-1.00000	0.00396	-1.00000	0.00631	-1.00000
25131	un	10522607	-0.03857	-1.00000	-0.00309	-1.00000	0.50890	-1.00000
25133	un	10524142	-0.01115	-1.00000	-0.00087	-1.00000	0.00094	-1.00000
25136	un	10525032	0.01416	-1.00000	0.00571	-1.00000	0.54791	-1.00000
25143	un	10529670	-0.01668	-1.00000	-0.01058	-1.00000	-nan	-1.00000
25156	un	10532820	0.22384	-1.00000	0.19759	-1.00000	0.65802	-1.00000
25177	un	10540920	-0.00756	-1.00000	-0.00133	-1.00000	0.64554	-1.00000
25180	un	10542661	0.22854	-1.00000	0.09294	-1.00000	0.57031	-1.00000
25183	un	10543432	-0.00182	-1.00000	-0.00065	-1.00000	-0.00818	-1.00000
25189	un	10546813	-0.03460	-1.00000	-0.00530	-1.00000	-0.00088	-1.00000
25204	un	10551661	0.02041	-1.00000	0.00488	-1.00000	-nan	-1.00000
25209	un	10554893	-0.02868	-1.00000	-0.01860	-1.00000	-0.02976	-1.00000
25213	un	10555707	0.03048	-1.00000	0.01345	-1.00000	0.01154	-1.00000
25223	un	10558993	-0.03569	-1.00000	-0.00564	-1.00000	-0.00122	-1.00000
25225	un	10559801	-0.05139	-1.00000	-0.04442	-1.00000	-nan	-1.00000
25234	un	10563128	-0.03413	-1.00000	-0.02105	-1.00000	0.55112	-1.00000
25235	un	10563960	0.09312	-1.00000	0.00925	-1.00000	0.58982	-1.00000
25242	un	10566500	0.13872	-1.00000	0.10256	-1.00000	-nan	-1.00000
25251	un	10568590	-0.03642	-1.00000	-0.02004	-1.00000	-0.01683	-1.00000
25256	un	10570283	0.01894	-1.00000	0.00501	-1.00000	-nan	-1.00000
25260	un	10571835	0.00161	-1.00000	0.00065	-1.00000	0.00773	-1.00000
25265	un	10573422	-0.00945	-1.00000	-0.00167	-1.00000	0.00275	-1.00000
25266	un	10574262	0.05112	-1.00000	0.05055	-1.00000	0.03167	-1.00000
25279	un	10580795	-0.04590	-1.00000	-0.04599	-1.00000	0.56577	-1.00000
25289	un	10584972	0.02555	-1.00000	0.00260	-1.00000	0.00292	-1.00000
25303	un	10587699	0.01241	-1.00000	0.00191	-1.00000	0.56291	-1.00000
25313	un	10589387	0.05485	-1.00000	0.00820	-1.00000	0.50582	-1.00000
25322	un	10592579	-0.00412	-1.00000	-0.00255	-1.00000	-nan	-1.00000
25337	un	10598122	0.04954	-1.00000	0.01971	-1.00000	-nan	-1.00000
25338	un	10598951	0.01257	-1.00000	0.00469	-1.00000	0.01086	-1.00000
25339	un	10599746	0.03131	-1.00000	0.00892	-1.00000	-nan	-1.00000
25343	un	10601433	-0.02921	-1.00000	-0.02709	-1.00000	0.58611	-1.00000
25355	un	10606132	0.05755	-1.00000	0.01280	-1.00000	0.64144	-1.00000
25358	un	10607661	-0.04307	-1.00000	-0.03950	-1.00000	0.55024	-1.00000
25368	un	10610786	-0.01767	-1.00000	-0.01808	-1.00000	-nan	-1.00000
25373	un	10613285	0.01621	-1.00000	0.00344	-1.00000	0.00752	-1.00000
25376	un	10614941	-0.02240	-1.00000	-0.00190	-1.00000	0.01110	-1.00000
25378	un	10615677	-0.00315	-1.00000	-0.00013	-1.00000	-nan	-1.00000
25379	un	10616464	0.13799	-1.00000	0.02045	-1.00000	-nan	-1.00000
25389	un	10618887	-0.02835	-1.00000	-0.00646	-1.00000	0.52426	-1.00000
25397	un	10623774	-0.05092	-1.00000	-0.04467	-1.00000	-nan	-1.00000
25412	un	10628513	0.02225	-1.00000	0.00402	-1.00000	-0.00513	-1.00000
25415	un	10631077	0.18919	-1.00000	0.16867	-1.00000	-nan	-1.00000
25416	un	10631975	-0.03032	-1.00000	-0.00389	-1.00000	0.60891	-1.00000
25432	un	10635084	0.03600	-1.00000	0.01492	-1.00000	0.52900	-1.00000
25435	un	10636649	0.00162	-1.00000	0.00131	-1.00000	-nan	-1.00000
25442	un	10638838	-0.04441	-1.00000	-0.01118	-1.00000	-nan	-1.00000
25444	un	10639686	-0.03381	-1.00000	-0.00712	-1.00000	0.49931	-1.00000
25445	un	10640508	-0.05311	-1.00000	-0.02317	-1.00000	-nan	-1.00000
25453	un	10643714	0.03482	-1.00000	0.01109	-1.00000	0.51477	-1.00000
25464	un	10646836	-0.00756	-1.00000	-0.00133	-1.00000	0.64554	-1.00000
25476	un	10651758	-0.02955	-1.00000	-0.00786	-1.00000	0.47159	-1.00000
25497	un	10660461	-0.00175	-1.00000	-0.00180	-1.00000	0.60053	-1.00000
25509	un	10665235	0.03470	-1.00000	0.00203	-1.00000	0.50745	-1.00000
25517	un	10667672	0.03321	-1.00000	0.01657	-1.00000	0.53752	-1.00000
25518	un	10668488	-0.01976	-1.00000	-0.01187	-1.00000	-nan	-1.00000
25527	un	10671739	0.01074	-1.00000	0.00083	-1.00000	0.00107	-1.00000
25529	un	10672551	-0.01548	-1.00000	-0.01381	-1.00000	0.57630	-1.00000
25535	un	10674997	0.09677	-1.00000	0.00965	-1.00000	0.60405	-1.00000
25538	un	10677342	0.00260	-1.00000	0.00251	-1.00000	-nan	-1.00000
25539	un	10678099	0.02901	-1.00000	0.02247	-1.00000	-nan	-1.00000
25541	un	10679000	0.10495	-1.00000	0.01335	-1.00000	0.62084	-1.00000
25556	un	10683504	0.00719	-1.00000	0.00184	-1.00000	-0.00828	-1.00000
25564	un	10686094	-0.04088	-1.00000	-0.02295	-1.00000	0.54550	-1.00000
25568	un	10688582	0.01780	-1.00000	0.00141	-1.00000	0.00982	-1.00000
25572	un	10690339	0.06912	-1.00000	0.01290	-1.00000	0.00825	-1.00000
25580	un	10692870	0.06162	-1.00000	0.00956	-1.00000	-nan	-1.00000
25582	un	10694317	0.11751	-1.00000	0.06473	-1.00000	0.04200	-1.00000
25583	un	10695092	0.08697	-1.00000	0.05911	-1.00000	-nan	-1.00000
25586	un	10695935	0.00184	-1.00000	0.00016	-1.00000	-nan	-1.00000
25589	un	10697418	0.00954	-1.00000	0.00484	-1.00000	0.55284	-1.00000
25605	un	10704440	0.01668	-1.00000	0.00132	-1.00000	0.00991	-1.00000
25610	un	10706027	-0.02180	-1.00000	-0.01596	-1.00000	-nan	-1.00000
25630	un	10713375	0.08538	-1.00000	0.01066	-1.00000	0.64307	-1.00000
25636	un	10715702	0.07060	-1.00000	0.01059	-1.00000	-0.00498	-1.00000
25650	un	10718792	-0.01610	-1.00000	-0.01025	-1.00000	0.66540	-1.00000
25651	un	10719590	-0.04305	-1.00000	-0.00986	-1.00000	0.47319	-1.00000
25652	un	10720382	-0.04015	-1.00000	-0.03423	-1.00000	0.55883	-1.00000
25653	un	10721112	0.00004	-1.00000	0.00003	-1.00000	-nan	-1.00000
25664	un	10723469	0.02655	-1.00000	0.00937	-1.00000	-0.01096	-1.00000
25665	un	10724334	0.07861	-1.00000	0.01528	-1.00000	0.60321	-1.00000
25668	un	10726681	0.03852	-1.00000	0.00713	-1.00000	0.50422	-1.00000
25683	un	10729975	-0.00054	-1.00000	-0.00045	-1.00000	0.57435	-1.00000
25685	un	10730812	0.04050	-1.00000	0.01275	-1.00000	0.53477	-1.00000
25695	un	10736335	-0.03708	-1.00000	-0.01051	-1.00000	-0.01633	-1.00000
25705	un	10738794	0.02142	-1.00000	0.00380	-1.00000	0.52116	-1.00000
25717	un	10742101	0.02358	-1.00000	0.02343	-1.00000	0.00888	-1.00000
25718	un	10742900	-0.00032	-1.00000	-0.00018	-1.00000	-0.01516	-1.00000
25722	un	10744437	-0.00723	-1.00000	-0.00065	-1.00000	-nan	-1.00000
25728	un	10745206	0.01629	-1.00000	0.01065	-1.00000	0.63069	-1.00000
25729	un	10745997	-0.05092	-1.00000	-0.04584	-1.00000	-nan	-1.00000
25735	un	10748366	0.14103	-1.00000	0.10785	-1.00000	0.07320	-1.00000
25739	un	10749213	-0.03746	-1.00000	-0.00721	-1.00000	0.64035	-1.00000
25742	un	10749963	0.03672	-1.00000	0.00802	-1.00000	-nan	-1.00000
25743	un	10750819	-0.02019	-1.00000	-0.01011	-1.00000	0.48731	-1.00000
25744	un	10751619	-0.04291	-1.00000	-0.01677	-1.00000	0.52800	-1.00000
25746	un	10752376	0.03486	-1.00000	0.00734	-1.00000	0.52610	-1.00000
25752	un	10754882	-0.00163	-1.00000	-0.00046	-1.00000	0.51022	-1.00000
25760	un	10758736	0.00300	-1.00000	0.00231	-1.00000	0.54658	-1.00000
25767	un	10761049	0.01551	-1.00000	0.01569	-1.00000	0.04737	-1.00000
25770	un	10761879	0.25581	-1.00000	0.26570	-1.00000	0.49575	-1.00000
25772	un	10762654	-0.00568	-1.00000	-0.00153	-1.00000	-nan	-1.00000
25776	un	10764207	-0.00600	-1.00000	-0.00177	-1.00000	-nan	-1.00000
25784	un	10768490	-0.03865	-1.00000	-0.03928	-1.00000	0.56307	-1.00000
25788	un	10770799	-0.03878	-1.00000	-0.01389	-1.00000	-0.01638	-1.00000
25789	un	10771592	-0.02174	-1.00000	-0.01099	-1.00000	0.53660	-1.00000
25799	un	10775379	-0.03815	-1.00000	-0.00671	-1.00000	-nan	-1.00000
25833	un	10785448	-0.01421	-1.00000	-0.00117	-1.00000	0.50875	-1.00000
25848	un	10789518	-0.00774	-1.00000	-0.00609	-1.00000	-nan	-1.00000
25868	un	10795328	-0.04315	-1.00000	-0.02648	-1.00000	-nan	-1.00000
25869	un	10796086	-0.03391	-1.00000	-0.01777	-1.00000	0.54029	-1.00000
25871	un	10796626	0.02348	-1.00000	0.00872	-1.00000	0.02103	-1.00000
25876	un	10800006	0.03492	-1.00000	0.03149	-1.00000	0.59717	-1.00000
25878	un	10800857	-0.04639	-1.00000	-0.00981	-1.00000	0.59390	-1.00000
25881	un	10802124	-0.02488	-1.00000	-0.00768	-1.00000	0.52360	-1.00000
25893	un	10806091	-0.04069	-1.00000	-0.03720	-1.00000	0.66249	-1.00000
25896	un	10807579	-0.03574	-1.00000	-0.03597	-1.00000	0.61765	-1.00000
25899	un	10810037	0.00591	-1.00000	0.00063	-1.00000	0.00279	-1.00000
25900	un	10810884	-0.02034	-1.00000	-0.01778	-1.00000	0.53639	-1.00000
25901	un	10811661	-0.01519	-1.00000	-0.00977	-1.00000	0.63676	-1.00000
25905	un	10812542	0.10579	-1.00000	0.08346	-1.00000	0.61610	-1.00000
25906	un	10813146	-0.04551	-1.00000	-0.01615	-1.00000	0.59474	-1.00000
25914	un	10815658	0.02893	-1.00000	0.00237	-1.00000	0.01149	-1.00000
25918	un	10818241	-0.03846	-1.00000	-0.04020	-1.00000	-0.05550	-1.00000
25919	un	10819045	-0.03639	-1.00000	-0.02642	-1.00000	0.53028	-1.00000
25922	un	10819727	-0.03938	-1.00000	-0.04091	-1.00000	0.57317	-1.00000
25932	un	10823689	-0.02847	-1.00000	-0.00752	-1.00000	0.49739	-1.00000
25934	un	10824541	0.16121	-1.00000	0.04194	-1.00000	0.53061	-1.00000
25950	un	10828805	0.08174	-1.00000	0.01065	-1.00000	0.00324	-1.00000
25955	un	10831992	-0.00373	-1.00000	-0.00030	-1.00000	0.50974	-1.00000
25963	un	10835152	0.02643	-1.00000	0.00271	-1.00000	0.55008	-1.00000
25969	un	10838308	0.07843	-1.00000	0.03152	-1.00000	-nan	-1.00000
25978	un	10842408	-0.01798	-1.00000	-0.01446	-1.00000	0.49990	-1.00000
25986	un	10846425	-0.02452	-1.00000	-0.00447	-1.00000	0.51056	-1.00000
25992	un	10848122	0.00039	-1.00000	0.00021	-1.00000	-0.00084	-1.00000
25995	un	10849813	0.01770	-1.00000	0.00752	-1.00000	-nan	-1.00000
25999	un	10852213	0.03697	-1.00000	0.00182	-1.00000	-nan	-1.00000
26003	un	10853901	0.00439	-1.00000	0.00130	-1.00000	0.49335	-1.00000
26011	un	10855501	0.02994	-1.00000	0.00165	-1.00000	0.50245	-1.00000
26019	un	10859467	0.02792	-1.00000	0.00222	-1.00000	0.00095	-1.00000
26020	un	10860333	0.10507	-1.00000	0.01344	-1.00000	0.50498	-1.00000
26023	un	10861167	0.07926	-1.00000	0.07197	-1.00000	0.60308	-1.00000
26026	un	10861907	0.03444	-1.00000	0.03415	-1.00000	0.59664	-1.00000
26027	un	10862709	0.06696	-1.00000	0.01444	-1.00000	0.51613	-1.00000
26031	un	10864300	-0.00376	-1.00000	-0.00077	-1.00000	-nan	-1.00000
26033	un	10865560	0.02510	-1.00000	0.02206	-1.00000	0.04407	-1.00000
26036	un	10866438	0.02994	-1.00000	0.00165	-1.00000	0.50685	-1.00000
26040	un	10868053	-0.00003	-1.00000	-0.00000	-1.00000	0.64129	-1.00000
26044	un	10868947	-0.00771	-1.00000	-0.00699	-1.00000	0.57545	-1.00000
26049	un	10870597	-0.01798	-1.00000	-0.00093	-1.00000	0.56771	-1.00000
26057	un	10874249	0.03937	-1.00000	0.03817	-1.00000	0.59854	-1.00000
26060	un	10875957	-0.03303	-1.00000	-0.00609	-1.00000	-nan	-1.00000
26065	un	10878334	0.07235	-1.00000	0.00704	-1.00000	-nan	-1.00000
26073	un	10880705	0.05581	-1.00000	0.01080	-1.00000	0.48890	-1.00000
26074	un	10881526	0.15234	-1.00000	0.03609	-1.00000	-nan	-1.00000
26094	un	10889349	-0.00659	-1.00000	-0.00100	-1.00000	0.57157	-1.00000
26101	un	10891966	0.18762	-1.00000	0.06567	-1.00000	0.65409	-1.00000
26122	un	10899311	0.06395	-1.00000	0.01064	-1.00000	0.02280	-1.00000
26129	un	10903443	-0.03754	-1.00000	-0.00857	-1.00000	0.48392	-1.00000
26131	un	10905144	-0.03079	-1.00000	-0.01349	-1.00000	0.54470	-1.00000
26137	un	10908509	-0.01135	-1.00000	-0.01105	-1.00000	0.58663	-1.00000
26141	un	10909324	0.04511	-1.00000	0.01735	-1.00000	-nan	-1.00000
26151	un	10912531	-0.04480	-1.00000	-0.01005	-1.00000	0.48977	-1.00000
